tweet,id,name,location,topic,created_at,processed_on
"Received my 1st does of the #ModernaVaccine over 24hrs ago. Just a very sore arm, and some fatigue today. Nothing m… https://t.co/EncngsAzpI",1392275266207166469,Joel P 🌹,,ModernaVaccine ,Wed May 12 00:27:45 +0000 2021,2021-05-11 21:08:55
"3 hours post injection, shoulder is feeling sore. #modernavaccine",1392274213189210114,jave #CCMF,"Strathcona County, Alberta",ModernaVaccine ,Wed May 12 00:23:34 +0000 2021,2021-05-11 21:08:55
"Self-schedule your vaccine today at: 

https://t.co/7QJTnsI8en 

#NMtrustedvoices #GetTheFacts #NewMexico #NM #ABQ… https://t.co/3ZdjMeMAOt",1392270317297491972,NM Dept. of Health,"New Mexico, USA",ModernaVaccine ,Wed May 12 00:08:05 +0000 2021,2021-05-11 21:08:55
"Oldest daughter and her fiancé are now vaccinated!!!

#modernavaccine #ThisIsOurShot",1392269750630187010,Justin Hubert🇨🇦🏳️‍🌈,"Red Deer, Alberta Canada",ModernaVaccine ,Wed May 12 00:05:50 +0000 2021,2021-05-11 21:08:55
Got my first dose of #modernavaccine 45 mins ago. So far so good. Next dose is 4 months from now wowzers,1392237821964943361,jave #CCMF,"Strathcona County, Alberta",ModernaVaccine ,Tue May 11 21:58:57 +0000 2021,2021-05-11 21:08:55
"So this happened today: 

✅ Graduated from @MSMU_LA #firstgen #oaxaqueña
✅ Got my second shot of the… https://t.co/w0u45g88Un",1392233755188682752,Verenis Lucas,"Los Angeles, CA",ModernaVaccine ,Tue May 11 21:42:48 +0000 2021,2021-05-11 21:08:55
"COVID-19 Shot #1
One down, one more to go! 
#covidvacccine #modernavaccine #covid_19 https://t.co/buY0InoYed",1392227650337452038,secondtononeee,"Toronto, Ontario",ModernaVaccine ,Tue May 11 21:18:32 +0000 2021,2021-05-11 21:08:55
We will receive a call from #ProsperityRx next Wednesday at 10:00 A.M. to make our appointment for our 2nd… https://t.co/JY0y39WGax,1392225982896087041,Robert Myers Anakin Chrysler Skywalker Darth Vader,"Springfield, VA 10-2021",ModernaVaccine ,Tue May 11 21:11:55 +0000 2021,2021-05-11 21:08:55
"Update:
My mom and I will have our 2nd dose of the #ModernaVaccine before the end of next week and will be fully pr… https://t.co/UaHILJzB1j",1392224622926499844,Robert Myers Anakin Chrysler Skywalker Darth Vader,"Springfield, VA 10-2021",ModernaVaccine ,Tue May 11 21:06:31 +0000 2021,2021-05-11 21:08:55
I'm fully-vaccinated! #modernavaccine #modernagang #ModernaMafia https://t.co/TjfLkzcKui,1392220653357518851,Mikie Cotignola,The Wild West of New Jersey,ModernaVaccine ,Tue May 11 20:50:44 +0000 2021,2021-05-11 21:08:55
"Quick &amp; painless! I’m a bit of a wimp when it comes to needles, but I do believe vaccines are a very good &amp; importa… https://t.co/KckqxZchGm",1392220630683168770,Melissa Bain,BC Canada,ModernaVaccine ,Tue May 11 20:50:39 +0000 2021,2021-05-11 21:08:55
Fully Vaccinated 💪🏽💉🦠#modernavaccine,1392219675216551936,Emma 🦋,,ModernaVaccine ,Tue May 11 20:46:51 +0000 2021,2021-05-11 21:08:55
"I go in for my final #MODERNAVACCINE in ten days. YES, I am apprehensive bc all the side effects I've heard of were… https://t.co/Tuzp2hS7tA",1392210673330003975,JoJo Mineo,On FLORIDA beaches since 1984,ModernaVaccine ,Tue May 11 20:11:05 +0000 2021,2021-05-11 21:08:55
Anyone else took #modernavaccine ? https://t.co/RjW8QjfwhX,1392203234706563073,Marlon L.C.,"Vancouver, BC",ModernaVaccine ,Tue May 11 19:41:31 +0000 2021,2021-05-11 21:08:55
"Celebs,elites just stop. This is shaming people for being cautious or hesitate about these new #Vaccines.I got my f… https://t.co/ckpVjoSEhY",1392199309689503754,Glen Lucien,,ModernaVaccine ,Tue May 11 19:25:55 +0000 2021,2021-05-11 21:08:55
Fully Vaxxed! #modernavaccine #Walgreens,1392197989238673408,Carrie Hower,,ModernaVaccine ,Tue May 11 19:20:41 +0000 2021,2021-05-11 21:08:55
Day 1 of being fully vaccinated with the #modernavaccine and I have to say that the call quality on this 5G has been great.,1392197152965742597,Bill Rhodes,,ModernaVaccine ,Tue May 11 19:17:21 +0000 2021,2021-05-11 21:08:55
Got my second #modernavaccine shot. Its been 2 hours and am doing fine.. Hope it remains a non-event 🤞,1392189202930966530,Anand Gaurav,"Redmond, WA",ModernaVaccine ,Tue May 11 18:45:46 +0000 2021,2021-05-11 21:08:55
#PresidentBiden issued an announcement to encourage all #employers to offer #paidtimeoff for #employees to schedule… https://t.co/2nqywzh03i,1392170414663667713,Cosmo Insurance Agency,"Lakewood, NJ",ModernaVaccine ,Tue May 11 17:31:06 +0000 2021,2021-05-11 21:08:55
@TimesNow @sumanthraman @thenewshour @Sanju_Verma_ They better! And also approve #PfizerVaccine for 12+ and #ModernaVaccine immediately.,1392169344700801027,Whistle Blower,India,ModernaVaccine ,Tue May 11 17:26:51 +0000 2021,2021-05-11 21:08:55
"2/2 and other infectious diseases such as shingles, abortions in women and visible blood clots. Say ""NO VACCINES""!… https://t.co/qtdVgZFXT6",1392169233757446147,Lucas Troyan,Prague,ModernaVaccine ,Tue May 11 17:26:25 +0000 2021,2021-05-11 21:08:55
"#modernavaccine #seconddose and I've got this lovely, painful swollen supraclavicular lymph node  after my axillary… https://t.co/VfLxVXTv2L",1392159417278230534,Kimberley Rose,"West Coast, Best Coast",ModernaVaccine ,Tue May 11 16:47:24 +0000 2021,2021-05-11 21:08:55
Evidence of Self Spreading Vaccines Being Used For Depopulation #vaccinated #vaccinate https://t.co/7siZT3pa8x… https://t.co/lNrYysXNJk,1392155455112290311,Minneapolis Collapsing,,ModernaVaccine ,Tue May 11 16:31:40 +0000 2021,2021-05-11 21:08:55
Shot two in the books. Errr. Arm. #modernavaccine #FauciOuchie https://t.co/kAzIrk1KEm,1392154463151009795,Test4Echo,,ModernaVaccine ,Tue May 11 16:27:43 +0000 2021,2021-05-11 21:08:55
"All teens are now eligible to receive a vaccine. #backtonormal

info@HYGIEIA.world

https://t.co/Y4hLMfRviz… https://t.co/qhvRrwvTJC",1392153538973872136,HYGIEIA,United States,ModernaVaccine ,Tue May 11 16:24:03 +0000 2021,2021-05-11 21:08:55
"Just got poked! 😁
#modernavaccine #firstdose #COVID19Vaccination https://t.co/Ytqv97GpZW",1392152553811501058,joey villanueva,"Niverville, Manitoba",ModernaVaccine ,Tue May 11 16:20:08 +0000 2021,2021-05-11 21:08:55
"Well 1st vaccination done &amp; dusted, arm is abit tender but hopefully no side effects with the Moderna 🙏🙏… https://t.co/LBMUenIiYM",1392151610772623360,LynneG,"Leeds, England",ModernaVaccine ,Tue May 11 16:16:23 +0000 2021,2021-05-11 21:08:55
The only reason to fear a microchip is if you’re a criminal #JNJ #vaccinate #modernavaccine,1392150812370030597,Doughboy Matty C,"Philadelphia, PA",ModernaVaccine ,Tue May 11 16:13:13 +0000 2021,2021-05-11 21:08:55
For those of you who’ve gotten their Covid Vaccine 💉 shot...what shot did you pick/get?!?  #COVID19Vaccination… https://t.co/O4Ev0kQoTg,1392145921224364032,Daily Polls,United States,ModernaVaccine ,Tue May 11 15:53:47 +0000 2021,2021-05-11 21:08:55
For those of you who’ve gotten their Covid Vaccine 💉 shot....did you have any side affects?!?  #COVID19… https://t.co/KDBVpdLEKb,1392145257677131779,Daily Polls,United States,ModernaVaccine ,Tue May 11 15:51:08 +0000 2021,2021-05-11 21:08:55
Why #Pfizer #modernavaccine are not coming to India? @drharshvardhan @MoHFW_INDIA  @PMOIndia We need more manufactu… https://t.co/5hbBk86bCS,1392138665342554115,Deepali Sinha,"Bengaluru South, India",ModernaVaccine ,Tue May 11 15:24:57 +0000 2021,2021-05-11 21:08:55
"#ModernaVaccine 
Is there any scientific evidence that supports this statement?

'it is not advised to receive your… https://t.co/EMuNwOWjtz",1392135890617708546,Katie Love,"Aberystwyth, Wales",ModernaVaccine ,Tue May 11 15:13:55 +0000 2021,2021-05-11 21:08:55
Dr. David Kessler of the WH Covid Response Team: all the data support the basic proposition that these vaccines are… https://t.co/0PyaapMHpJ,1392126672984489985,lisa mirando,"Executive Producer, CNN ",ModernaVaccine ,Tue May 11 14:37:17 +0000 2021,2021-05-11 21:08:55
"Sing along if you agree “Billy G is not my lover”
Now dey tryin to negate #sinopharm &amp; #AstraZeneca… https://t.co/5yHui4Ubce",1392110878443679744,Rajveer Verma,"Mumbai, India",ModernaVaccine ,Tue May 11 13:34:32 +0000 2021,2021-05-11 21:08:55
"In other news, I got my first dose appointment booked to get my Covid vaccine! #PfizerVaccine #modernavaccine… https://t.co/1JeeCoGhnZ",1392102485272285188,Addicted to Coffee & True Crime🐈‍⬛☕🔪🌻,"Ontario, Canada",ModernaVaccine ,Tue May 11 13:01:11 +0000 2021,2021-05-11 21:08:55
"Jesus Christ this second dose is fucking brutal, couple hours after the shot i got a Headache, My arm is Sore, i go… https://t.co/NUYrdw3Cu1",1392102454234320896,Delsin,,ModernaVaccine ,Tue May 11 13:01:03 +0000 2021,2021-05-11 21:08:55
India has completed vaccination of population equal to 17  Israel country. #vaccinate #Covaxin #Covishield… https://t.co/YjzeX7KnZZ,1392097700376576000,Ramesh Kumar,India,ModernaVaccine ,Tue May 11 12:42:10 +0000 2021,2021-05-11 21:08:55
Just got my first #modernavaccine jab. It’s empowering to feel part of the solution. Grateful for the science that… https://t.co/SDzgYLaybn,1392045895844306945,Katerina Papliori,Thessaloniki,ModernaVaccine ,Tue May 11 09:16:19 +0000 2021,2021-05-11 21:08:55
@raaz_india Time to dig into fairness all gone .. it’s about what is possible and rational.. did government contrib… https://t.co/zp5cFBkTuy,1392044917862506503,Ranjeet Singh MD DM,"Bihar, India",ModernaVaccine ,Tue May 11 09:12:26 +0000 2021,2021-05-11 21:08:55
"@ArvindKejriwal But why #PfizerVaccine or #modernavaccine formula can't be passed n treated like #SII or #BharatBiotech 
#BeFair to all🙏🏻",1392039318886092805,raaz,Currently at India,ModernaVaccine ,Tue May 11 08:50:11 +0000 2021,2021-05-11 21:08:55
"@iSinghRanjeet But why #PfizerVaccine or #modernavaccine formula can't be passed n treated like #SII or #BharatBiotech 
#BeFair to all🙏🏻",1392039152489619464,raaz,Currently at India,ModernaVaccine ,Tue May 11 08:49:31 +0000 2021,2021-05-11 21:08:55
"agree . criminal delay in approval of other vaccines as well as cooperative manufacturing.
If other facilities can… https://t.co/NzEGslmjRD",1392038269777367040,Ranjeet Singh MD DM,"Bihar, India",ModernaVaccine ,Tue May 11 08:46:00 +0000 2021,2021-05-11 21:08:55
@doctorsoumya @the_hindu @dinamalarweb @DinamaniDaily @aajtak @sardesairajdeep @ShekharGupta @DainikBhaskar… https://t.co/uBJf9heOxe,1392024626012643332,Shana Lal WhistleBlower,,ModernaVaccine ,Tue May 11 07:51:48 +0000 2021,2021-05-11 21:08:55
Wowww this second dose is kicking my ass already... 🤦🏼‍♀️ #modernavaccine,1392016170560196609,angsosweet 🤍,"Homestead, FL",ModernaVaccine ,Tue May 11 07:18:12 +0000 2021,2021-05-11 21:08:55
@vancemurphy Was just talking with a lady who just had a funeral service for her father-in-law... he took the… https://t.co/y2tK7M3UFQ,1391923883918438401,Jonathan N Turner 🇺🇸,NWA,ModernaVaccine ,Tue May 11 01:11:29 +0000 2021,2021-05-11 21:08:55
"I got my first #Moderna Shot today,just putting it out there and believe me part of me didn't want to go. So far my… https://t.co/biKZaofnSY",1391916612329037829,Glen Lucien,,ModernaVaccine ,Tue May 11 00:42:35 +0000 2021,2021-05-11 21:08:55
"NO APPOINTMENT VACCINE POD @TownofPahrump 
The County is offering #COVID19Vaccine  First-Doses on Tuesday, May 11th… https://t.co/EfdIJKiKXX",1391911934123921416,"Nye County, Nevada","Tonopah, NV",ModernaVaccine ,Tue May 11 00:24:00 +0000 2021,2021-05-11 21:08:55
Got my first dose! #Vancouver #Moderna #ModernaVaccine #COVIDVaccination #COVID19Vaccination https://t.co/pk9NJMrmNP,1391884022268129281,𝕿𝖍𝖔𝖒𝖆𝖘·王 🍁,"Vancouver 溫哥華, Canada 加拿大 🇨🇦",ModernaVaccine ,Mon May 10 22:33:05 +0000 2021,2021-05-11 21:08:55
About to get my 2nd email Wednesday May 19 2021 to schedule our 2nd Dose shot for my mom and me the #modernavaccine… https://t.co/3aMF1M9j8C,1391882028941971460,Robert Myers Anakin Chrysler Skywalker Darth Vader,"Springfield, VA 10-2021",ModernaVaccine ,Mon May 10 22:25:10 +0000 2021,2021-05-11 21:08:55
"My mom &amp; I will be fully vaccinated from #COVID19 before the end of May 2021
Thank you @ProsperityRx Manassas VA
Gr… https://t.co/NQZFLJK6gB",1391880688996061187,Robert Myers Anakin Chrysler Skywalker Darth Vader,"Springfield, VA 10-2021",ModernaVaccine ,Mon May 10 22:19:50 +0000 2021,2021-05-11 21:08:55
Seriously hope this #modernavaccine is good and I dont get sick after having it. #COVID19Vaccination #donotlikeshots,1391865671110303747,Christy 🐋,Ft Worth ,ModernaVaccine ,Mon May 10 21:20:10 +0000 2021,2021-05-11 21:08:55
Just my 1st dose of the #modernavaccine.,1391842651700350977,Joel P 🌹,,ModernaVaccine ,Mon May 10 19:48:42 +0000 2021,2021-05-11 21:08:55
"Just got my first vaccine shot. I’m tired and my arm is sore, also feeling good about doing my part and keeping mys… https://t.co/4gXStyoiwM",1391839426272239616,Ressa | Sam Week,"Calgary, Alberta",ModernaVaccine ,Mon May 10 19:35:53 +0000 2021,2021-05-11 21:08:55
"Everyone born in 2009 or before is now eligible to book their first dose of immunization (Pfizer / Moderna)

Book o… https://t.co/viXV8xz1fa",1391831729820733440,CLIP,Calgary,ModernaVaccine ,Mon May 10 19:05:18 +0000 2021,2021-05-11 21:08:55
Time to allow private vaccine players @sputnikvaccine @pfizer #J&amp;J ##modernavaccine in India through private hospit… https://t.co/iJ79NlrD05,1391831003715424258,AG,,ModernaVaccine ,Mon May 10 19:02:24 +0000 2021,2021-05-11 21:08:55
Time to allow private vaccine players @sputnikvaccine @pfizer #J&amp;J ##modernavaccine in India through private channe… https://t.co/42mPxOIja5,1391830416605159424,AG,,ModernaVaccine ,Mon May 10 19:00:04 +0000 2021,2021-05-11 21:08:55
"The daily average case count is falling in the USA. Good news.

info@HYGIEIA.world

https://t.co/xl9utHiUVL… https://t.co/JtOqS3M5MX",1391826431777325057,HYGIEIA,United States,ModernaVaccine ,Mon May 10 18:44:14 +0000 2021,2021-05-11 21:08:55
Just got vaccinated #modernavaccine #CoronaVaccine #igotmyvaccineinyr,1391820993526706177,Dr. Jon Tam,"Toronto, Ontario",ModernaVaccine ,Mon May 10 18:22:38 +0000 2021,2021-05-11 21:08:55
Taking a friend to get her #seconddose of #modernavaccine this morning. Can’t wait for her to come for dinner in 2 weeks 🙏🏻💉,1391809803752644608,Ellen Miller,"Orange County, CA",ModernaVaccine ,Mon May 10 17:38:10 +0000 2021,2021-05-11 21:08:55
"Read our 5 part series on the Covid-19 vaccines, reported problems and possible injuries. We want to hear from you,… https://t.co/QHkyfY14yo",1391797962238566401,David Shiner,"Boca Raton, FL",ModernaVaccine ,Mon May 10 16:51:07 +0000 2021,2021-05-11 21:08:55
"Read our 5 part series on the Covid-19 vaccines, reported problems and possible injuries. We want to hear from you,… https://t.co/C7WeB3RLmx",1391797700878913538,Shiner Law Group,"Boca Raton, FL ",ModernaVaccine ,Mon May 10 16:50:04 +0000 2021,2021-05-11 21:08:55
"@TimesNow @RShivshankar @ARanganathan72 Try #PfizerVaccine or #modernavaccine .

Efficacy of 90+% assured.",1391782944008642562,Soham Desai,"Gujarat, India",ModernaVaccine ,Mon May 10 15:51:26 +0000 2021,2021-05-11 21:08:55
"Pretty stoked today as I am finally getting my 1st poke of the #ModernaVaccine on Thursday 

🗣Wooooooooooo… https://t.co/IDvxOdffty",1391755879763042307,🇨🇦 Rangerbug 🇨🇦,,ModernaVaccine ,Mon May 10 14:03:53 +0000 2021,2021-05-11 21:08:55
"""Biden Wants to Trample Covid-19 Vaccine Patents"" Will biotech companies invest in new therapies if IP rights are n… https://t.co/DM4MX79YnT",1391739957014896645,Justin J. Waters,"Gainesville, Florida",ModernaVaccine ,Mon May 10 13:00:37 +0000 2021,2021-05-11 21:08:55
Nova Scotians in the 45 to 49 age group can now book appointments to receive the Pfizer or Moderna COVID-19 vaccine… https://t.co/vhwnISqZkk,1391718848206983171,Guardian Pharmacy,Nova Scotia,ModernaVaccine ,Mon May 10 11:36:44 +0000 2021,2021-05-11 21:08:55
@traymca I am afraid they can’t help either as they can’t tell me when they will have #modernavaccine at the #madejski ??,1391716798215639041,Online Leap,UK Berkshire ,ModernaVaccine ,Mon May 10 11:28:36 +0000 2021,2021-05-11 21:08:55
"#ModernaVaccine appointments available for this week-May 13th and May 15th! 

We can now vaccinate anyone 18+. Plea… https://t.co/LIDfLy46FF",1391708618580443138,Long Island Community Hospital,"Patchogue, NY",ModernaVaccine ,Mon May 10 10:56:06 +0000 2021,2021-05-11 21:08:55
"@TheRealTBone  British Cousin get his #COVID19 
Was it #modernavaccine  or #Phizer https://t.co/nSO6c9F5IP",1391662657141415940,The Tragic Mulatto1619,"Charleston, SC",ModernaVaccine ,Mon May 10 07:53:27 +0000 2021,2021-05-11 21:08:55
"I experienced such excruciating pain in my head and arm yesterday, from #COVIDVaccination it was #epic pain! that l… https://t.co/jnxT8sLp3h",1391644750529191940,Cate HG12,Everywhere,ModernaVaccine ,Mon May 10 06:42:18 +0000 2021,2021-05-11 21:08:55
why does these vaccinations hurt so much #Pfizer  #JohnsonandJohnson #ModernaVaccine,1391617928747966466,SKEEMR,BROOKLYN NY,ModernaVaccine ,Mon May 10 04:55:43 +0000 2021,2021-05-11 21:08:55
why does these vaccinations hurt so much #Pfizer  #JohnsonandJohnson #ModernaVaccine,1391617674816462848,SKEEMR,BROOKLYN NY,ModernaVaccine ,Mon May 10 04:54:43 +0000 2021,2021-05-11 21:08:55
Thank you Lord! My mom got her first shot of covid-vaccine today ✨❤️ #modernavaccine,1391599577510252547,Lykaaa,Mandaluyong City,ModernaVaccine ,Mon May 10 03:42:48 +0000 2021,2021-05-11 21:08:55
Got my second vaccine today and I feel pretty shit but I'm so freaking excited to have finally gotten fully vaccina… https://t.co/SLItJ12xDY,1391598684161249281,Robin Rose,"Eugene, OR",ModernaVaccine ,Mon May 10 03:39:15 +0000 2021,2021-05-11 21:08:55
The #modernavaccine makes your dick bigger. #knowyourfacts,1391587945061232645,Michael Lopez,Kansas City,ModernaVaccine ,Mon May 10 02:56:35 +0000 2021,2021-05-11 21:08:55
It’s been a little over a day since I received the 2nd dose. Feeling super tired and have a mild fever. Pretty much… https://t.co/u0wd2kZhN9,1391574264680095745,zoe,80303,ModernaVaccine ,Mon May 10 02:02:13 +0000 2021,2021-05-11 21:08:55
Confirming that the second #modernavaccine is NO JOKE. 24hrs  later and I’m bedridden.,1391559952603484168,Jill Rosenthal,boston'ish,ModernaVaccine ,Mon May 10 01:05:21 +0000 2021,2021-05-11 21:08:55
I've got a question. I'm getting my 1st #CovidVaccine tomorrow (Moderna) and in the instructions from Kroger's it s… https://t.co/Hx5qoG3kL0,1391538451862933510,#LoveWins,"Kentucky, USA",ModernaVaccine ,Sun May 09 23:39:55 +0000 2021,2021-05-11 21:08:55
Thankful for receiving my 1st dose on Friday 🙌🏻 #modernavaccine https://t.co/tUrCfwVAfX,1391518276413448192,Lou,Ireland,ModernaVaccine ,Sun May 09 22:19:44 +0000 2021,2021-05-11 21:08:55
Vaccines work &amp; Republicans are idiots. #BuildBackBetter #AstraZeneca #Pfizer #modernavaccine #CancelTheGOP… https://t.co/U6bKNhDQF6,1391505251686096898,Michelle Robeson,"Woodsboro, TX",ModernaVaccine ,Sun May 09 21:27:59 +0000 2021,2021-05-11 21:08:55
Fully vaxxed #ModernaVaccine #DollyVaxx,1391497723027853313,Lilith Ingram 🏳️‍⚧️,"Asheville, NC",ModernaVaccine ,Sun May 09 20:58:04 +0000 2021,2021-05-11 21:08:55
"TRUE NORTH VACCINATED AND FREE! Got my shot, and feeling liberated! #vaccinated #moderna #modernavaccine #vaccine… https://t.co/D00kK0IT1e",1391497615200690176,Daniel Frankel,Vancouver BC Canada,ModernaVaccine ,Sun May 09 20:57:38 +0000 2021,2021-05-11 21:08:55
"@ElvisDuranShow @elvisduran Hello Elvis. Sorry 🙏, I was lining up to get #ModernaVaccines first dose,I can not able… https://t.co/emdaVyGoOq",1391486391050252288,Eduardo Vicencio,to find my right picture!,ModernaVaccine ,Sun May 09 20:13:02 +0000 2021,2021-05-11 21:08:55
WTF did they put in that Moderna shot I got the other day?  I had a dream with Glenn Danzig in it!  I’m gonna go ba… https://t.co/Jx7M8pkDi0,1391469690849939457,Stella KXLU,,ModernaVaccine ,Sun May 09 19:06:41 +0000 2021,2021-05-11 21:08:55
@OxfordHealthNHS Unfortunately I turned up to an appointment today to #madejskistadium specifically a #moderna site… https://t.co/ngWvETRY7N,1391459508950552580,Online Leap,UK Berkshire ,ModernaVaccine ,Sun May 09 18:26:13 +0000 2021,2021-05-11 21:08:55
@BogochIsaac What evidence is there that a single dose of #PfizerVaccine #modernavaccine or #AstraZenaca should be… https://t.co/mRUGauSzul,1391445307871879171,African HPPs & AHSCs,"Cape Town, RSA; Toronto, CDN",ModernaVaccine ,Sun May 09 17:29:47 +0000 2021,2021-05-11 21:08:55
"#vaccinated @moderna_tx 
shot #2 on Friday 🥳 #modernavaccine

Knocked me out yesterday, but feeling great today.

I… https://t.co/YRBV5GEtSB",1391440472976072714,Amanda 🗽,Boswash,ModernaVaccine ,Sun May 09 17:10:35 +0000 2021,2021-05-11 21:08:55
"Let's lick some doorknobs
#modernavaccine https://t.co/BWBSxFvDC5",1391428689452314624,Mark Ryckman 🇨🇦,,ModernaVaccine ,Sun May 09 16:23:45 +0000 2021,2021-05-11 21:08:55
"NO APPOINTMENT VACCINE POD @TownofPahrump 
The County is offering #COVID19Vaccine  First-Doses on Tuesday, May 11th… https://t.co/lCZHjMyb1J",1391428498749800453,"Nye County, Nevada","Tonopah, NV",ModernaVaccine ,Sun May 09 16:23:00 +0000 2021,2021-05-11 21:08:55
I am selfish and don’t care about others #Moderna #modernavaccine #Pfizer #PfizerVaccine #AstraZeneca… https://t.co/FNPXSizOES,1391424546650140675,Purps,Canada,ModernaVaccine ,Sun May 09 16:07:17 +0000 2021,2021-05-11 21:08:55
48 hours after 2nd #modernavaccine  dose. No real side effects. Slightly sore injection site. Weird dreams. That's… https://t.co/EKSbSjAn6V,1391419306924249089,🇵🇷 ⚛ Liz Collazo,,ModernaVaccine ,Sun May 09 15:46:28 +0000 2021,2021-05-11 21:08:55
Another night of multiple shots of liquor &amp; not a hangover in sight #modernavaccine,1391418935703179267,HomeBoundTx,Lone $tar $tate aka Da H,ModernaVaccine ,Sun May 09 15:45:00 +0000 2021,2021-05-11 21:08:55
"https://t.co/4pRCkMfvUB
#PfizerVaccine #pharma #modernavaccine #bigpharma
#braindead #maddie 
How is this legal. It… https://t.co/YZoOzu25rI",1391406752294481931,Rachel Martin,"West Midlands, England",ModernaVaccine ,Sun May 09 14:56:35 +0000 2021,2021-05-11 21:08:55
Let's bring in #PfizerBiontech and #modernavaccine to 🇮🇳 and get more and more #Indians vaccinated before we are hi… https://t.co/f4AKEwSZ10,1391382017305038854,Ankit Awasthi,"Lucknow, India",ModernaVaccine ,Sun May 09 13:18:18 +0000 2021,2021-05-11 21:08:55
2nd  #modernavaccine 💉 received today!!! #FullyVaccinated 💪 #COVID19Vaccine 🤗,1391245662977544192,🐾Monique Monroe🩰,"Las Vegas, NV",ModernaVaccine ,Sun May 09 04:16:28 +0000 2021,2021-05-11 21:08:55
Why’re my farts pungent today #modernavaccine,1391224256130961408,LGZepp🇩🇴🐝,"Bronx, NY",ModernaVaccine ,Sun May 09 02:51:25 +0000 2021,2021-05-11 21:08:55
@tre305 I was sick for 4 days after my second #modernavaccine,1391207787057885185,Åű§ţəñ(561)Fŕēåķ,"West Palm Beach, FL, USA",ModernaVaccine ,Sun May 09 01:45:58 +0000 2021,2021-05-11 21:08:55
#modernavaccine second shot is killing me 😖 #zombiemode,1391191070503968769,Jenny Rios,"San Diego, CA",ModernaVaccine ,Sun May 09 00:39:32 +0000 2021,2021-05-11 21:08:55
@Pracken @SagArcher @PmurtTrump @EllistonScott @oXxRowanxXo @New_AllyO @GrandMasterE1 @kristinresistin @Gemini21BLM… https://t.co/O7Pn27Hlbq,1391190743247642628,𝓒𝓸𝓻𝓮𝔂 𝓙𝓪𝓶𝓮𝓼✍🏻 #FBR #ֆɨʟɛռƈɛɖʍǟʝօʀɨȶʏ,#LegalizeIt🪴,ModernaVaccine ,Sun May 09 00:38:14 +0000 2021,2021-05-11 21:08:55
How long after my 2nd shot does the mini-flu kick in? One day? Two? If I have one more day to get things done aroun… https://t.co/NLVMsK1FLh,1391184680955699201,Wynne C Blue Loves You,Seattle metro area,ModernaVaccine ,Sun May 09 00:14:09 +0000 2021,2021-05-11 21:08:55
Off to get #Modernavaccine #2. This goes out to my fellow 80's home-girl #TawnyKitaen #RIP💔 https://t.co/JdiUdYhcNd,1391173734417932290,ZoëbethC-MeidasMighty👑,,ModernaVaccine ,Sat May 08 23:30:39 +0000 2021,2021-05-11 21:08:55
"Check!✅
Being over 40 never felt so good 😊: it makes you eligible for your first shot 🙋‍♀️
#modernavaccine… https://t.co/5ddHIwGyrb",1391163516866994178,Daria A.,"Gatineau, Québec",ModernaVaccine ,Sat May 08 22:50:03 +0000 2021,2021-05-11 21:08:56
"2nd #Pfizer #COVID19Vaccine 16hrs=sharp painful #headaches (middle, top, right side) #fever #fatigue left (shot) ar… https://t.co/TbdEv3J89J",1391144032542216193,Bomin Park,USA,ModernaVaccine ,Sat May 08 21:32:38 +0000 2021,2021-05-11 21:08:56
"My second covid-19 vaccination in it’s eye. Hello New York City, we made it through safe #nyc #newyork #moderna… https://t.co/qTBgiCA3FH",1391139549947080704,Yousef Kawar,"New York, NY",ModernaVaccine ,Sat May 08 21:14:49 +0000 2021,2021-05-11 21:08:56
Proud to say I am now fully vaccinated with #modernavaccine,1391137257340301313,Ty Accornero,"Austin, Texas",ModernaVaccine ,Sat May 08 21:05:42 +0000 2021,2021-05-11 21:08:56
Do your part people. #2nddose #modernavaccine https://t.co/zRlUkk252Y,1391126293240897536,Michael,"Tracy, CA",ModernaVaccine ,Sat May 08 20:22:08 +0000 2021,2021-05-11 21:08:56
"Completely Vaccinated! 💉
What a Blessing! 🙏🏽

#ModernaCrew #ModernaVaccine",1391120661569949696,David Mendoza,"34.006138, -118.112286",ModernaVaccine ,Sat May 08 19:59:46 +0000 2021,2021-05-11 21:08:56
I am so excited!!  I just paid $25 for a rapid antibody test at Kroger.  I have antibodies!! 🥳🥳 My last @Moderna sh… https://t.co/CjYvMsb7v7,1391120524273721344,Sassy,Tennessee,ModernaVaccine ,Sat May 08 19:59:13 +0000 2021,2021-05-11 21:08:56
I didn't have a reaction 2 the 1st shot but I did 2 the 2nd. This is what Moderna arm looks like. It's painful &amp; co… https://t.co/5oLJU6qdf4,1391116575378399236,jhn107,United States,ModernaVaccine ,Sat May 08 19:43:31 +0000 2021,2021-05-11 21:08:56
"@belledechocolat Yep.

NOW

1st jab #modernavaccine just an achy arm

2nd jab. Hit me for six for 24 hours. Very ex… https://t.co/4vSTM9HT3n",1391109492700557314,English in Romania🏴󠁧󠁢󠁥󠁮󠁧󠁿🇷🇴∞ #FBPE,"Constanta, Romania",ModernaVaccine ,Sat May 08 19:15:23 +0000 2021,2021-05-11 21:08:56
@OCH_LCO and @OttawaHealth had pop up vaccine clinic both boyfriend and I got our #modernavaccine today!!! Happy to… https://t.co/ULosblzcST,1391107112848216066,Steeve,"Ottawa, Ontario",ModernaVaccine ,Sat May 08 19:05:55 +0000 2021,2021-05-11 21:08:56
